,prices,market_caps,total_volumes
1505,"[1497484800000, 2193.10931241586]","[1497484800000, 35951886586.676186]","[1497484800000, 758708165.4552929]"
1506,"[1497571200000, 2247.48471036499]","[1497571200000, 36847511826.43401]","[1497571200000, 361808085.8659584]"
1507,"[1497657600000, 2396.93908878112]","[1497657600000, 39302130850.92627]","[1497657600000, 345411185.09454674]"
1508,"[1497744000000, 2300.22497864363]","[1497744000000, 37720439431.86071]","[1497744000000, 285999180.87791276]"
1509,"[1497830400000, 2349.52089828999]","[1497830400000, 38533317492.40498]","[1497830400000, 275954259.13645494]"
1510,"[1497916800000, 2494.57169429952]","[1497916800000, 40916526208.531944]","[1497916800000, 414643096.7640647]"
1511,"[1498003200000, 2433.0817171199]","[1498003200000, 39912150833.54898]","[1498003200000, 400384922.36719924]"
1512,"[1498089600000, 2443.86204272334]","[1498089600000, 40093174647.548676]","[1498089600000, 245573845.70863625]"
1513,"[1498176000000, 2445.94628680291]","[1498176000000, 40132475187.29044]","[1498176000000, 167766937.1246377]"
1514,"[1498262400000, 2339.33540635008]","[1498262400000, 38387118488.98588]","[1498262400000, 281036736.2604482]"
1515,"[1498348800000, 2328.26254755137]","[1498348800000, 38209261020.14348]","[1498348800000, 285873457.0108642]"
1516,"[1498435200000, 2225.39856042394]","[1498435200000, 36524743317.705986]","[1498435200000, 483001103.9126438]"
1517,"[1498521600000, 2231.59930709373]","[1498521600000, 36630586826.29003]","[1498521600000, 457309232.3006952]"
1518,"[1498608000000, 2263.59861415692]","[1498608000000, 37160224042.59438]","[1498608000000, 308681554.39266676]"
1519,"[1498694400000, 2238.96336909981]","[1498694400000, 36758964749.37531]","[1498694400000, 209636638.31624258]"
1520,"[1498780800000, 2179.70819240141]","[1498780800000, 35790372577.592674]","[1498780800000, 183872371.38330778]"
1521,"[1498867200000, 2135.58713503788]","[1498867200000, 35070370610.245804]","[1498867200000, 181674294.70626932]"
1522,"[1498953600000, 2204.25134002797]","[1498953600000, 36203146416.186966]","[1498953600000, 198483371.14129686]"
1523,"[1499040000000, 2266.81833860957]","[1499040000000, 37235578618.23937]","[1499040000000, 267965900.87660944]"
1524,"[1499126400000, 2299.74838684955]","[1499126400000, 37780956423.680466]","[1499126400000, 242130515.8729855]"
1525,"[1499212800000, 2296.44919014037]","[1499212800000, 37730974807.54533]","[1499212800000, 209905101.92085573]"
1526,"[1499299200000, 2287.34070657243]","[1499299200000, 37585468123.36284]","[1499299200000, 153529395.07468423]"
1527,"[1499385600000, 2200.48400128102]","[1499385600000, 36162368992.35206]","[1499385600000, 228633119.1361093]"
1528,"[1499472000000, 2248.61452821312]","[1499472000000, 36957834878.1684]","[1499472000000, 156314426.44095755]"
1529,"[1499558400000, 2209.80963102975]","[1499558400000, 36323911545.77384]","[1499558400000, 103398956.46917221]"
1530,"[1499644800000, 2073.87392532736]","[1499644800000, 34094564065.717037]","[1499644800000, 340049449.278919]"
1531,"[1499731200000, 2052.28761085122]","[1499731200000, 33744147982.58926]","[1499731200000, 366806088.2312046]"
1532,"[1499817600000, 2091.20940816522]","[1499817600000, 34388656805.909836]","[1499817600000, 275782999.3909989]"
1533,"[1499904000000, 2074.75574738267]","[1499904000000, 34122211054.86066]","[1499904000000, 204500232.663753]"
1534,"[1499990400000, 1943.43367591305]","[1499990400000, 31965814765.989548]","[1499990400000, 279136360.5425938]"
1535,"[1500076800000, 1773.01356243578]","[1500076800000, 29165562474.162598]","[1500076800000, 404553896.8385017]"
1536,"[1500163200000, 1680.09506998428]","[1500163200000, 27640504067.61388]","[1500163200000, 419149396.81962925]"
1537,"[1500249600000, 1900.58073754629]","[1500249600000, 31271395223.291637]","[1500249600000, 431448314.8963813]"
1538,"[1500336000000, 1994.61524837998]","[1500336000000, 32822590681.2416]","[1500336000000, 631416133.017213]"
1539,"[1500422400000, 1973.19991508186]","[1500422400000, 32473986932.45759]","[1500422400000, 501096918.744536]"
1540,"[1500508800000, 2379.50280431233]","[1500508800000, 39165426407.5788]","[1500508800000, 1099083998.9742296]"
1541,"[1500595200000, 2278.57889906114]","[1500595200000, 37508712617.950005]","[1500595200000, 734348522.7700475]"
1542,"[1500681600000, 2402.36877281195]","[1500681600000, 39551278172.7509]","[1500681600000, 541234030.3726761]"
1543,"[1500768000000, 2340.11871588178]","[1500768000000, 38531486809.64763]","[1500768000000, 456504287.8442612]"
1544,"[1500854400000, 2362.93390162823]","[1500854400000, 38912410333.78773]","[1500854400000, 306575984.15090793]"
1545,"[1500940800000, 2201.2903453013]","[1500940800000, 36254452918.717064]","[1500940800000, 681215504.1300794]"
1546,"[1501027200000, 2136.85265179563]","[1501027200000, 35197140674.96725]","[1501027200000, 496884992.19205713]"
1547,"[1501113600000, 2267.38648105156]","[1501113600000, 37351648350.25457]","[1501113600000, 375174114.9735021]"
1548,"[1501200000000, 2382.27954660441]","[1501200000000, 39248798801.52619]","[1501200000000, 1062937962.8673234]"
1549,"[1501286400000, 2315.17423920005]","[1501286400000, 38147732514.9499]","[1501286400000, 733980685.1721091]"
1550,"[1501372800000, 2330.23690662166]","[1501372800000, 38400207007.909]","[1501372800000, 317330428.52399004]"
1551,"[1501459200000, 2426.94915931761]","[1501459200000, 39998153502.000565]","[1501459200000, 370314519.3673949]"
1552,"[1501545600000, 2319.04746024281]","[1501545600000, 38224423306.25971]","[1501545600000, 631398572.3757212]"
1553,"[1501632000000, 2276.40882144955]","[1501632000000, 37525859588.72886]","[1501632000000, 348141218.9518252]"
1554,"[1501718400000, 2338.39942776688]","[1501718400000, 38551816386.72903]","[1501718400000, 285508497.1738022]"
1555,"[1501804800000, 2417.10299096146]","[1501804800000, 39854825659.491455]","[1501804800000, 312621330.4575434]"
1556,"[1501891200000, 2749.33801589581]","[1501891200000, 45339022544.94201]","[1501891200000, 905609702.9145646]"
1557,"[1501977600000, 2706.35082826659]","[1501977600000, 44634861805.250206]","[1501977600000, 415251246.5490704]"
1558,"[1502064000000, 2846.62412628723]","[1502064000000, 46953783982.25103]","[1502064000000, 589851583.8280891]"
1559,"[1502150400000, 2900.2024125629]","[1502150400000, 47843368911.393456]","[1502150400000, 682877756.144691]"
1560,"[1502236800000, 2831.78277155965]","[1502236800000, 46719706475.98512]","[1502236800000, 543183903.2450598]"
1561,"[1502323200000, 2862.4770898371]","[1502323200000, 47230871982.31215]","[1502323200000, 360882884.0370527]"
1562,"[1502409600000, 3013.26870851979]","[1502409600000, 49724243070.04095]","[1502409600000, 542442951.9205507]"
1563,"[1502496000000, 3215.03297302236]","[1502496000000, 53059013747.372894]","[1502496000000, 836266879.9669515]"
1564,"[1502582400000, 3403.30720951711]","[1502582400000, 56172647324.92927]","[1502582400000, 1310753582.2296932]"
1565,"[1502668800000, 3545.16947804839]","[1502668800000, 58519800599.230705]","[1502668800000, 925093628.9132236]"
1566,"[1502755200000, 3535.11562891785]","[1502755200000, 58360605272.569725]","[1502755200000, 1625936281.7299633]"
1567,"[1502841600000, 3619.29604404811]","[1502841600000, 59756068837.204445]","[1502841600000, 1490751928.042416]"
1568,"[1502928000000, 3639.97872446398]","[1502928000000, 60097548412.13479]","[1502928000000, 1506493789.8166373]"
1569,"[1503014400000, 3484.27862858664]","[1503014400000, 57541380732.69121]","[1503014400000, 1288269360.1054153]"
1570,"[1503100800000, 3499.20590582416]","[1503100800000, 57794459383.24945]","[1503100800000, 1454098549.9761522]"
1571,"[1503187200000, 3404.12928487756]","[1503187200000, 56229788790.08744]","[1503187200000, 469454546.1641029]"
1572,"[1503273600000, 3332.41173557178]","[1503273600000, 55049898965.01224]","[1503273600000, 603469922.3320148]"
1573,"[1503360000000, 3407.19827501646]","[1503360000000, 56289000708.61623]","[1503360000000, 1192015320.1139731]"
1574,"[1503446400000, 3445.02981724725]","[1503446400000, 56920763532.70398]","[1503446400000, 678788932.2630559]"
1575,"[1503532800000, 3530.52322329764]","[1503532800000, 58338012689.447876]","[1503532800000, 581903527.6760633]"
1576,"[1503619200000, 3521.920260494]","[1503619200000, 58200348640.70894]","[1503619200000, 578055938.7385464]"
1577,"[1503705600000, 3458.67931046665]","[1503705600000, 57159777157.44433]","[1503705600000, 337160598.48924106]"
1578,"[1503792000000, 3444.2493940579]","[1503792000000, 56927800803.26962]","[1503792000000, 291679809.3806344]"
1579,"[1503878400000, 3523.01235276136]","[1503878400000, 58235524542.60233]","[1503878400000, 544830935.478008]"
1580,"[1503964800000, 3669.50873999068]","[1503964800000, 60663720359.6013]","[1503964800000, 722137800.0534781]"
1581,"[1504051200000, 3828.40791639659]","[1504051200000, 63298800779.50331]","[1504051200000, 566918201.31434]"
1582,"[1504137600000, 3947.79208517625]","[1504137600000, 65280737293.97949]","[1504137600000, 567159410.1376982]"
1583,"[1504224000000, 4099.84195179735]","[1504224000000, 67803850373.220764]","[1504224000000, 766429599.5827123]"
1584,"[1504310400000, 3842.48777329689]","[1504310400000, 63555708392.27389]","[1504310400000, 1243920070.926093]"
1585,"[1504396800000, 3899.41222662156]","[1504396800000, 64504806242.86022]","[1504396800000, 847789617.8626992]"
1586,"[1504483200000, 3629.28921709062]","[1504483200000, 60044231058.7732]","[1504483200000, 1306879210.7201746]"
1587,"[1504569600000, 3730.47773794323]","[1504569600000, 61727562296.14249]","[1504569600000, 1364554492.7571821]"
1588,"[1504656000000, 3851.17129705178]","[1504656000000, 63732456119.21535]","[1504656000000, 888963128.1842254]"
1589,"[1504742400000, 3812.37434004852]","[1504742400000, 63098703011.50156]","[1504742400000, 557029841.7454691]"
1590,"[1504828800000, 3560.03076966709]","[1504828800000, 58929812335.68404]","[1504828800000, 1227860660.2497642]"
1591,"[1504915200000, 3527.80250796005]","[1504915200000, 58403871193.66111]","[1504915200000, 654625246.6102674]"
1592,"[1505001600000, 3439.65397575417]","[1505001600000, 56950564135.10829]","[1505001600000, 829928326.0909743]"
1593,"[1505088000000, 3482.21582653811]","[1505088000000, 57662750101.39979]","[1505088000000, 645022960.2748858]"
1594,"[1505174400000, 3450.74476099201]","[1505174400000, 57149768165.026245]","[1505174400000, 887577343.5772032]"
1595,"[1505260800000, 3267.1144788312]","[1505260800000, 54116402549.498024]","[1505260800000, 1300086317.2485538]"
1596,"[1505347200000, 2601.73344059431]","[1505347200000, 43100672614.3667]","[1505347200000, 1637009060.605713]"
1597,"[1505433600000, 3003.71834337433]","[1505433600000, 49766581721.487495]","[1505433600000, 2769441687.1628346]"
1598,"[1505520000000, 3019.06540685191]","[1505520000000, 50027272370.96923]","[1505520000000, 1171855280.5213184]"
1599,"[1505606400000, 2977.32144168827]","[1505606400000, 49342141918.45241]","[1505606400000, 709577205.1704592]"
1600,"[1505692800000, 3354.75242399352]","[1505692800000, 55602545620.40369]","[1505692800000, 1072582815.5179088]"
1601,"[1505779200000, 3250.39762588542]","[1505779200000, 53879322386.14255]","[1505779200000, 785857630.2053719]"
1602,"[1505865600000, 3249.44515178993]","[1505865600000, 53868408128.95672]","[1505865600000, 569428373.329874]"
1603,"[1505952000000, 3036.62336077048]","[1505952000000, 50346835743.654465]","[1505952000000, 764711407.2778784]"
1604,"[1506038400000, 3031.11521095925]","[1506038400000, 50260927911.18498]","[1506038400000, 642541971.5256284]"
1605,"[1506124800000, 3149.29793300228]","[1506124800000, 52227012131.52991]","[1506124800000, 483739040.9814872]"
1606,"[1506211200000, 3079.45549227123]","[1506211200000, 51074423006.9177]","[1506211200000, 360199287.79202557]"
1607,"[1506297600000, 3261.96793367354]","[1506297600000, 54106545907.05324]","[1506297600000, 675145780.8222978]"
1608,"[1506384000000, 3268.97278642028]","[1506384000000, 54228211538.402855]","[1506384000000, 461881889.0351243]"
1609,"[1506470400000, 3518.95065494184]","[1506470400000, 58381720910.818695]","[1506470400000, 797087449.8966496]"
1610,"[1506556800000, 3509.77304398893]","[1506556800000, 58237137652.95171]","[1506556800000, 723619394.0720499]"
1611,"[1506643200000, 3496.06607252181]","[1506643200000, 58017216473.499435]","[1506643200000, 701872920.2295498]"
1612,"[1506729600000, 3637.73640213994]","[1506729600000, 60374510688.80599]","[1506729600000, 609634921.6713272]"
1613,"[1506816000000, 3681.74705211865]","[1506816000000, 61110834138.85729]","[1506816000000, 577879641.0440855]"
1614,"[1506902400000, 3735.35163906477]","[1506902400000, 62007397511.22104]","[1506902400000, 629303308.1648104]"
1615,"[1506988800000, 3677.95089763711]","[1506988800000, 61062948067.11357]","[1506988800000, 647770518.663923]"
1616,"[1507075200000, 3599.10148453349]","[1507075200000, 59760110891.953865]","[1507075200000, 487682950.9870302]"
1617,"[1507161600000, 3663.39708322633]","[1507161600000, 60832998190.15022]","[1507161600000, 608941461.4678509]"
1618,"[1507248000000, 3705.43190242227]","[1507248000000, 61538608770.060776]","[1507248000000, 531721377.8672362]"
1619,"[1507334400000, 3755.34238634445]","[1507334400000, 62374967731.45473]","[1507334400000, 399141064.6542964]"
1620,"[1507420800000, 3885.61096834637]","[1507420800000, 64547427472.404686]","[1507420800000, 656832618.1992496]"
1621,"[1507507200000, 4053.2982698713]","[1507507200000, 67341193458.27154]","[1507507200000, 961477295.255299]"
1622,"[1507593600000, 4036.65669138855]","[1507593600000, 67073035107.57516]","[1507593600000, 960007890.9238441]"
1623,"[1507680000000, 4052.1728314049]","[1507680000000, 67337841086.511185]","[1507680000000, 705211793.1390967]"
1624,"[1507766400000, 4506.00738980823]","[1507766400000, 74888153065.8416]","[1507766400000, 1762059338.1766562]"
1625,"[1507852800000, 4746.39305784808]","[1507852800000, 78891279889.12698]","[1507852800000, 2685286953.5894427]"
1626,"[1507939200000, 4804.64531960241]","[1507939200000, 79867979496.14983]","[1507939200000, 1955779970.1079063]"
1627,"[1508025600000, 4813.16582706151]","[1508025600000, 80021346215.80106]","[1508025600000, 1410213985.8590195]"
1628,"[1508112000000, 4858.19799072763]","[1508112000000, 80780294365.57251]","[1508112000000, 899091688.5135071]"
1629,"[1508198400000, 4794.93801397699]","[1508198400000, 79738500564.4835]","[1508198400000, 940317166.4561876]"
1630,"[1508284800000, 4740.2464658645]","[1508284800000, 78838238640.15695]","[1508284800000, 1780090534.0788777]"
1631,"[1508371200000, 4806.78215105017]","[1508371200000, 79955110625.52412]","[1508371200000, 1037463723.520878]"
1632,"[1508457600000, 5053.05163731036]","[1508457600000, 84062880327.49666]","[1508457600000, 1564509795.5135236]"
1633,"[1508544000000, 5128.27555167051]","[1508544000000, 85323992214.91637]","[1508544000000, 1496734435.3941786]"
1634,"[1508630400000, 5108.32952331846]","[1508630400000, 85004008058.63809]","[1508630400000, 1531491551.4870758]"
1635,"[1508716800000, 5071.01581018987]","[1508716800000, 84394000294.89915]","[1508716800000, 1735159922.6238158]"
1636,"[1508803200000, 4718.80146560474]","[1508803200000, 78541973024.22145]","[1508803200000, 1904529186.5897636]"
1637,"[1508889600000, 4826.77477141527]","[1508889600000, 80350412186.09297]","[1508889600000, 1372253521.6861758]"
1638,"[1508976000000, 5047.65963227622]","[1508976000000, 84038545789.68237]","[1508976000000, 1287899711.1397982]"
1639,"[1509062400000, 4975.03583101243]","[1509062400000, 82836147549.32779]","[1509062400000, 1147657844.6289728]"
1640,"[1509148800000, 4939.53817516821]","[1509148800000, 82250472946.9047]","[1509148800000, 769224440.451796]"
1641,"[1509235200000, 5275.80554100892]","[1509235200000, 87859968101.49942]","[1509235200000, 1673994583.3553827]"
1642,"[1509321600000, 5240.99617890591]","[1509321600000, 87289839558.91371]","[1509321600000, 1122823549.7637644]"
1643,"[1509408000000, 5466.71045860513]","[1509408000000, 91058586105.70125]","[1509408000000, 1545497849.9959602]"
1644,"[1509494400000, 5775.32957437615]","[1509494400000, 96210129617.5723]","[1509494400000, 1802484402.6471384]"
1645,"[1509580800000, 6056.73128904817]","[1509580800000, 100909758504.78476]","[1509580800000, 3743386529.3570185]"
1646,"[1509667200000, 6232.81393297112]","[1509667200000, 103852467107.7186]","[1509667200000, 2435262733.189702]"
1647,"[1509753600000, 6367.13086103105]","[1509753600000, 106100830825.89107]","[1509753600000, 1760482953.6931968]"
1648,"[1509840000000, 6385.90359574869]","[1509840000000, 106425151243.74242]","[1509840000000, 1672924028.5574765]"
1649,"[1509926400000, 6116.64607187146]","[1509926400000, 101948127989.85498]","[1509926400000, 2285209989.4302254]"
1650,"[1510012800000, 6175.66704086994]","[1510012800000, 102943657537.34972]","[1510012800000, 1576929002.5178645]"
1651,"[1510099200000, 6436.68914674492]","[1510099200000, 107306282922.883]","[1510099200000, 3000729551.9516745]"
1652,"[1510185600000, 6171.6672844711]","[1510185600000, 102899974110.62984]","[1510185600000, 2001625215.9808195]"
1653,"[1510272000000, 5706.18973055649]","[1510272000000, 95147786481.6977]","[1510272000000, 3331413383.382256]"
1654,"[1510358400000, 5456.36811562507]","[1510358400000, 90987595579.32036]","[1510358400000, 2698757149.636053]"
1655,"[1510444800000, 5030.61713963169]","[1510444800000, 83892457901.92543]","[1510444800000, 5145956903.740443]"
1656,"[1510531200000, 5507.04937591623]","[1510531200000, 91847533225.17168]","[1510531200000, 3975077563.054028]"
1657,"[1510617600000, 5641.53883202489]","[1510617600000, 94099807108.8747]","[1510617600000, 1547344815.22789]"
1658,"[1510704000000, 6194.5678103702]","[1510704000000, 103335841312.871]","[1510704000000, 2491853241.32207]"
1659,"[1510790400000, 6637.46673035766]","[1510790400000, 110736753655.528]","[1510790400000, 2898839443.64956]"
1660,"[1510876800000, 6601.26128207857]","[1510876800000, 110139483202.104]","[1510876800000, 2752829612.77027]"
1661,"[1510963200000, 6638.653387414]","[1510963200000, 110781778234.638]","[1510963200000, 1889184979.23718]"
1662,"[1511049600000, 6824.73655126082]","[1511049600000, 113900587580.199]","[1511049600000, 1339851639.62997]"
1663,"[1511136000000, 7004.21975260099]","[1511136000000, 116911284211.527]","[1511136000000, 1453919668.1454]"
1664,"[1511222400000, 6913.24189497162]","[1511222400000, 115407759053.135]","[1511222400000, 2472450199.06329]"
1665,"[1511308800000, 6986.49289890969]","[1511308800000, 116643516180.714]","[1511308800000, 1292982903.43008]"
1666,"[1511395200000, 6849.53905856859]","[1511395200000, 114370520907.402]","[1511395200000, 1308357159.18558]"
1667,"[1511481600000, 6938.10639570651]","[1511481600000, 115862387397.121]","[1511481600000, 1789647384.77162]"
1668,"[1511568000000, 7327.59815883007]","[1511568000000, 122380869441.154]","[1511568000000, 1780329336.84737]"
1669,"[1511654400000, 7834.19874870712]","[1511654400000, 130856384394.373]","[1511654400000, 2928932009.30072]"
1670,"[1511740800000, 8261.33771341673]","[1511740800000, 138008537970.826]","[1511740800000, 3050086335.96388]"
1671,"[1511827200000, 8655.56993876264]","[1511827200000, 144611523893.977]","[1511827200000, 2913962627.5297]"
1672,"[1511913600000, 8334.01862157239]","[1511913600000, 139257175814.922]","[1511913600000, 8656840268.21604]"
1673,"[1512000000000, 8744.31954425034]","[1512000000000, 146130800995.574]","[1512000000000, 6255163649.16119]"
1674,"[1512086400000, 9245.54523089164]","[1512086400000, 154528535965.25]","[1512086400000, 4222326551.84089]"
1675,"[1512172800000, 9385.81390076036]","[1512172800000, 156892204568.139]","[1512172800000, 2672851202.34582]"
1676,"[1512259200000, 9484.91947431157]","[1512259200000, 158569708959.535]","[1512259200000, 4854645066.11242]"
1677,"[1512345600000, 9802.67261967157]","[1512345600000, 163904234768.397]","[1512345600000, 2709829320.61451]"
1678,"[1512432000000, 10292.3088996805]","[1512432000000, 172114288313.504]","[1512432000000, 2647802816.87964]"
1679,"[1512518400000, 11765.8619479858]","[1512518400000, 196780652511.821]","[1512518400000, 4312768200.67591]"
1680,"[1512604800000, 15707.093785879]","[1512604800000, 262729604822.766]","[1512604800000, 14001203312.1189]"
1681,"[1512691200000, 14372.6665175471]","[1512691200000, 240437104322.079]","[1512691200000, 20523884475.7096]"
1682,"[1512777600000, 12966.0812611005]","[1512777600000, 216934688716.353]","[1512777600000, 6206146008.17916]"
1683,"[1512864000000, 13434.7356671677]","[1512864000000, 224802921398.762]","[1512864000000, 8901777255.93515]"
1684,"[1512950400000, 14525.9717406723]","[1512950400000, 243093763988.986]","[1512950400000, 6547403061.82853]"
1685,"[1513036800000, 14690.3080535245]","[1513036800000, 245873331206.342]","[1513036800000, 3990753428.05575]"
1686,"[1513123200000, 13956.6063994606]","[1513123200000, 233625217163.131]","[1513123200000, 3722683128.67456]"
1687,"[1513209600000, 14322.267510152]","[1513209600000, 239779277841.922]","[1513209600000, 3496710536.55586]"
1688,"[1513296000000, 15292.8928322075]","[1513296000000, 256061521326.237]","[1513296000000, 5228074775.26868]"
1689,"[1513382400000, 16727.6799060356]","[1513382400000, 280120891322.477]","[1513382400000, 4351910264.78705]"
1690,"[1513468800000, 16543.8790068916]","[1513468800000, 277081435174.147]","[1513468800000, 3620864674.11387]"
1691,"[1513555200000, 16284.1338710923]","[1513555200000, 272767172713.991]","[1513555200000, 4592516974.29338]"
1692,"[1513641600000, 15351.9899944755]","[1513641600000, 257181326208.332]","[1513641600000, 5187650404.63962]"
1693,"[1513728000000, 14362.003486777]","[1513728000000, 240621365467.549]","[1513728000000, 6321730903.16749]"
1694,"[1513814400000, 13789.5756500301]","[1513814400000, 231053647979.818]","[1513814400000, 4705440925.89373]"
1695,"[1513900800000, 11877.9159634748]","[1513900800000, 199045507084.517]","[1513900800000, 10258231449.7553]"
1696,"[1513987200000, 12848.9355805419]","[1513987200000, 215339962708.982]","[1513987200000, 4279704183.4586]"
1697,"[1514073600000, 12188.3445798415]","[1514073600000, 204291890588.868]","[1514073600000, 3482824461.84159]"
1698,"[1514160000000, 12046.9663015902]","[1514160000000, 201942392591.084]","[1514160000000, 2093443191.40603]"
1699,"[1514246400000, 14012.6485785546]","[1514246400000, 234917667460.463]","[1514246400000, 3588671642.02574]"
1700,"[1514332800000, 13759.4625199226]","[1514332800000, 230700601359.773]","[1514332800000, 4160443945.24722]"
1701,"[1514419200000, 12618.2508050596]","[1514419200000, 211589605499.922]","[1514419200000, 4410359690.69055]"
1702,"[1514505600000, 12581.5179236998]","[1514505600000, 210999440931.467]","[1514505600000, 3127793281.37489]"
1703,"[1514592000000, 11345.8976447824]","[1514592000000, 190297650009.907]","[1514592000000, 2999236911.91719]"
1704,"[1514678400000, 12364.1244485488]","[1514678400000, 207401078252.848]","[1514678400000, 2433902413.36586]"
1705,"[1514764800000, 11732.6740014911]","[1514764800000, 196832325435.465]","[1514764800000, 1952568777.08551]"
1706,"[1514851200000, 12700.0130583046]","[1514851200000, 213087638999.247]","[1514851200000, 3423446756.00575]"
1707,"[1514937600000, 12977.1066683162]","[1514937600000, 217762169745.2933]","[1514937600000, 2756619198.288344]"
1708,"[1515024000000, 13237.2333579981]","[1515024000000, 222155020469.90527]","[1515024000000, 3494320371.6115656]"
1709,"[1515110400000, 15243.9241595661]","[1515110400000, 255859922492.80716]","[1515110400000, 5217129715.007503]"
1710,"[1515196800000, 15249.5268786691]","[1515196800000, 255986365943.10138]","[1515196800000, 3525578437.1832867]"
1711,"[1515283200000, 14154.665422882]","[1515283200000, 237635770308.03952]","[1515283200000, 2529408622.5396557]"
1712,"[1515369600000, 13284.2143631365]","[1515369600000, 223049597580.32065]","[1515369600000, 4806420098.950881]"
1713,"[1515456000000, 13078.5995734677]","[1515456000000, 219624018162.40305]","[1515456000000, 3531906527.994131]"
1714,"[1515542400000, 12969.192883987]","[1515542400000, 217814183588.8332]","[1515542400000, 4155582553.1188693]"
1715,"[1515628800000, 11677.8780180684]","[1515628800000, 196154624991.83295]","[1515628800000, 4848731095.178674]"
1716,"[1515715200000, 12109.691298658]","[1515715200000, 203434337033.54535]","[1515715200000, 3299927813.522547]"
1717,"[1515801600000, 12454.0209951376]","[1515801600000, 209242335641.2329]","[1515801600000, 2569155397.2819805]"
1718,"[1515888000000, 11869.4276805703]","[1515888000000, 199443773730.77484]","[1515888000000, 2735249446.081307]"
1719,"[1515974400000, 11751.4420462371]","[1515974400000, 197483124604.31903]","[1515974400000, 2627977679.062074]"
1720,"[1516060800000, 9556.40811287864]","[1516060800000, 160614665830.04865]","[1516060800000, 7888156721.005149]"
1721,"[1516147200000, 9366.0901054794]","[1516147200000, 157435657585.09506]","[1516147200000, 8390184221.041177]"
1722,"[1516233600000, 9456.15382303141]","[1516233600000, 158969879431.28265]","[1516233600000, 5360364897.7242985]"
1723,"[1516320000000, 9621.53215010582]","[1516320000000, 161769706499.37418]","[1516320000000, 3443715985.318835]"
1724,"[1516406400000, 10850.4025427874]","[1516406400000, 182455215218.30508]","[1516406400000, 3698950151.481952]"
1725,"[1516492800000, 9548.31614586912]","[1516492800000, 160582626109.61227]","[1516492800000, 3524070000.922684]"
1726,"[1516579200000, 8968.20724509735]","[1516579200000, 150844905070.6621]","[1516579200000, 4089840372.7995944]"
1727,"[1516665600000, 8851.04891556201]","[1516665600000, 148893557451.28555]","[1516665600000, 3883124488.840691]"
1728,"[1516752000000, 9100.77919065992]","[1516752000000, 153115031105.2093]","[1516752000000, 2890993575.225018]"
1729,"[1516838400000, 9060.92437030767]","[1516838400000, 152462620032.52817]","[1516838400000, 2586640486.7679267]"
1730,"[1516924800000, 8885.90399450501]","[1516924800000, 149534764821.5766]","[1516924800000, 3714000411.159795]"
1731,"[1517011200000, 9216.81017113986]","[1517011200000, 155116610977.74106]","[1517011200000, 2328548036.3185487]"
1732,"[1517097600000, 9387.03634873122]","[1517097600000, 158004707905.02237]","[1517097600000, 2158838151.689817]"
1733,"[1517184000000, 9013.74108716599]","[1517184000000, 151737650969.7725]","[1517184000000, 1894603190.0978775]"
1734,"[1517270718718, 8959.99286805763]","[1517270718718, 150832403460.97485]","[1517270718718, 1874678107.0793073]"
1735,"[1517356800000, 8055.03650601209]","[1517356800000, 135616100907.04617]","[1517356800000, 3068062090.2140484]"
1736,"[1517443200000, 8143.57445922889]","[1517443200000, 137118550626.96735]","[1517443200000, 2597025879.733203]"
1737,"[1517529600000, 7251.90908177416]","[1517529600000, 122118972600.89903]","[1517529600000, 3813227461.839385]"
1738,"[1517616000000, 7088.19300360867]","[1517616000000, 119377397313.70123]","[1517616000000, 5469406937.535858]"
1739,"[1517702400000, 7217.56466311422]","[1517702400000, 121570219648.63979]","[1517702400000, 2745863687.0242476]"
1740,"[1517788800000, 6688.54491664921]","[1517788800000, 112673889956.88927]","[1517788800000, 2684176756.4065614]"
1741,"[1517875200000, 5536.52710254305]","[1517875200000, 93280582367.39105]","[1517875200000, 4293432759.415382]"
1742,"[1517961600000, 6226.75643707764]","[1517961600000, 104923100050.58846]","[1517961600000, 7390729402.163753]"
1743,"[1518048328226, 6207.01699839762]","[1518048328226, 104601271158.69653]","[1518048328226, 3964989919.627675]"
1744,"[1518134400000, 6694.19724634418]","[1518134400000, 112822159485.64206]","[1518134400000, 2602101323.888753]"
1745,"[1518220800000, 7061.23405470597]","[1518220800000, 119020538813.05377]","[1518220800000, 2416162208.6951394]"
1746,"[1518307200000, 7002.33899992027]","[1518307200000, 118039737959.04898]","[1518307200000, 2753413190.8007426]"
1747,"[1518393600000, 6670.18286547319]","[1518393600000, 112453613456.44234]","[1518393600000, 2292081614.8175364]"
1748,"[1518480000000, 7247.11468788773]","[1518480000000, 122194687819.67819]","[1518480000000, 2496015436.758613]"
1749,"[1518566400000, 6895.84547486329]","[1518566400000, 116286538600.12524]","[1518566400000, 2065544047.0365057]"
1750,"[1518652800000, 7569.97860457907]","[1518652800000, 127670717157.66785]","[1518652800000, 2635268954.169552]"
1751,"[1518739200000, 8089.08319448347]","[1518739200000, 136439269991.5906]","[1518739200000, 3465465078.176132]"
1752,"[1518825600000, 8184.7877167798]","[1518825600000, 138069077592.11813]","[1518825600000, 2531564035.28428]"
1753,"[1518912000000, 8870.97280221634]","[1518912000000, 149661516823.23172]","[1518912000000, 2981924733.3109026]"
